PROBEID,SYMBOL,GENENAME,ENTREZID,logFC,AveExpr,t,P.Value,adj.P.Val,B,pval_under_05
TC1700008594.hg.1,SNORD104,"small nucleolar RNA, C/D box 104",692227,-0.725545937620872,8.87867454094932,-5.65796915809292,4.21682192527967e-08,6.44595768752079e-05,8.21503761407724,TRUE
TC1600009749.hg.1,ERN2,endoplasmic reticulum to nucleus signaling 2,10595,0.274951832882084,4.49642754618723,5.64788832216524,4.44171790192782e-08,6.44595768752079e-05,8.16724967887845,TRUE
TC0300011051.hg.1,USP19,ubiquitin specific peptidase 19,10869,-0.272957998023798,7.46511663326405,-5.58716123910271,6.06561341562395e-08,8.17384733565438e-05,7.88074637127573,TRUE
TC2200008828.hg.1,PHF5A,PHD finger protein 5A,84844,-0.30081294583558,6.49744507708772,-5.55896896356019,7.00389594268487e-08,8.80903339031285e-05,7.74854201619508,TRUE
TC0500009649.hg.1,RMND5B,required for meiotic nuclear division 5 homolog B,64777,-0.241834596818126,6.76386988950444,-5.43027362945655,1.34144694322963e-07,0.000150855105384323,7.15157855510635,TRUE
TC0500012210.hg.1,STING1,stimulator of interferon response cGAMP interactor 1,340061,-0.338230353325711,9.12466306189612,-5.42762611259195,1.35934315251431e-07,0.000150855105384323,7.13941127823471,TRUE
TC0X00011083.hg.1,TMEM185A,transmembrane protein 185A,84548,-0.339501207349988,6.29946333006103,-5.29202938657623,2.66292916711732e-07,0.000279104564815752,6.52243552800406,TRUE
TC0900008516.hg.1,TMEM268,transmembrane protein 268,203197,-0.304052829726315,7.80645345745043,-5.19873436742383,4.19877746736503e-07,0.000372744778019304,6.10506176722013,TRUE
TC0900007497.hg.1,TJP2,tight junction protein 2,9414,-0.286313112289343,3.61705169696239,-5.19866005258327,4.20029071864857e-07,0.000372744778019304,6.10473164414858,TRUE
TC1100009792.hg.1,C11orf21,chromosome 11 open reading frame 21,29125,-0.281927502887857,6.37728079798116,-5.19174099425828,4.34352471889397e-07,0.000372744778019304,6.07401203006985,TRUE
TC1600007193.hg.1,POLR3E,RNA polymerase III subunit E,55718,-0.329114761656823,5.95455632510965,-5.19159262637324,4.346647469747e-07,0.000372744778019304,6.07335365336473,TRUE
TC0300013827.hg.1,WDR6,WD repeat domain 6,11180,-0.542774011541853,5.67987217998164,-5.1705597329958,4.81209669710435e-07,0.000394717462119873,5.98017208757239,TRUE
TC0200015779.hg.1,DNPEP,aspartyl aminopeptidase,23549,-0.489849168646758,6.94118189457264,-5.09371447399807,6.96009117968108e-07,0.000547121167482764,5.64228780166772,TRUE
TC1900008454.hg.1,SNAR-C3,small NF90 (ILF3) associated RNA C3,100170226,-0.287249262282334,6.06963007981858,-5.05978409189925,8.1811799790895e-07,0.00061738456594201,5.49438521159525,TRUE
TC2000008856.hg.1,C20orf203,chromosome 20 open reading frame 203,284805,0.260287631098309,4.82227508608835,5.03005877848796,9.4195159919157e-07,0.000683494571936468,5.36546453521565,TRUE
TC0700009872.hg.1,UBE3C,ubiquitin protein ligase E3C,9690,-0.275526097879538,6.55931345117939,-5.02072473963988,9.84451388174674e-07,0.000687876292196423,5.32510820189823,TRUE
TC2000010010.hg.1,BLCAP,BLCAP apoptosis inducing factor,10904,-0.309723849863124,7.87573297353929,-5.00488769048749,1.06084434738277e-06,0.000714781766347262,5.2567737844617,TRUE
TC0500008917.hg.1,DELE1,DAP3 binding cell death enhancer 1,9812,-0.337512069681624,6.02060636466936,-4.99149890707451,1.12987779381177e-06,0.000735043946829409,5.19913904406502,TRUE
TC1200006881.hg.1,CREBL2,cAMP responsive element binding protein like 2,1389,-0.268519816681606,7.75385899305995,-4.96531079175543,1.27769303209213e-06,0.000803498558115006,5.08676748549795,TRUE
TC2000006464.hg.1,FAM110A,family with sequence similarity 110 member A,83541,-0.356632751157177,7.62085931691292,-4.91720345306356,1.59941897135252e-06,0.000973375429468921,4.88158969313869,TRUE
TC1600008735.hg.1,FOXF1,forkhead box F1,2294,0.210216933530145,6.40627633520286,4.88867609862394,1.82583844826143e-06,0.00105599854004632,4.76068702386028,TRUE
TC1900006971.hg.1,SNORD105B,"small nucleolar RNA, C/D box 105B",100113382,-0.394657356691669,8.84866371621686,-4.88440945417999,1.86226104714487e-06,0.00105599854004632,4.74265364671071,TRUE
TC0100015728.hg.1,APH1A,"aph-1 homolog A, gamma-secretase subunit",51107,-0.366937091835313,8.68263341046264,-4.87452569312012,1.94935272158129e-06,0.00105599854004632,4.70092828035457,TRUE
TC2200007467.hg.1,ZC3H7B,zinc finger CCCH-type containing 7B,23264,-0.411875376338255,6.86704186229257,-4.87331065201665,1.96032707935817e-06,0.00105599854004632,4.69580360822563,TRUE
TC0600012960.hg.1,TSPYL1,TSPY like 1,7259,-0.296422500008748,7.00042335883948,-4.86734829904432,2.01505074958484e-06,0.00105599854004632,4.67067132594744,TRUE
TC2000007283.hg.1,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",6714,-0.424896112784241,6.91910783342445,-4.83974839920562,2.28819584647551e-06,0.00114889605610466,4.55466061893438,TRUE
TC2200009186.hg.1,PEX26,peroxisomal biogenesis factor 26,55670,-0.216591551911295,6.7912327758112,-4.82851206697005,2.40935531706832e-06,0.00114889605610466,4.50758541076722,TRUE
TC2000008895.hg.1,PXMP4,peroxisomal membrane protein 4,11264,-0.278508526154936,6.80808734728692,-4.82571239485882,2.44049467833926e-06,0.00114889605610466,4.49586997170045,TRUE
TC1600009095.hg.1,SNORD60,"small nucleolar RNA, C/D box 60",26788,-0.593660769194988,5.75779958946976,-4.82223339358563,2.47973176951825e-06,0.00114889605610466,4.48131958024258,TRUE
TC1600007814.hg.1,ADCY7,adenylate cyclase 7,113,-0.279237315980636,8.20519996058534,-4.8207360762186,2.49680580410744e-06,0.00114889605610466,4.47505992410209,TRUE
TC0100007660.hg.1,TMEM39B,transmembrane protein 39B,55116,-0.410953124145538,5.79311119455914,-4.81362142945745,2.57949817316342e-06,0.001149150033339,4.44533833002019,TRUE
TC1100008669.hg.1,PRSS23,serine protease 23,11098,-0.328890727613394,5.33034571121043,-4.81028515216751,2.61918008234798e-06,0.001149150033339,4.43141334737984,TRUE
TC1100007922.hg.1,NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit",79829,-0.332330852684574,6.1294789867278,-4.79964881982673,2.74966338852478e-06,0.00117898067017974,4.38707218644832,TRUE
TC1700011051.hg.1,NGFR-AS1,NGFR antisense RNA 1,100288866,-0.286209284170316,4.07733881392748,-4.78204112921829,2.97957715602813e-06,0.00124178720524935,4.31384564124657,TRUE
TC1100011032.hg.1,CYB561A3,cytochrome b561 family member A3,220002,-0.428941553588765,7.7337185405946,-4.77851595200295,3.02778604057406e-06,0.00124178720524935,4.29921175980258,TRUE
TC2200008734.hg.1,CBX7,chromobox 7,23492,-0.265897222549993,6.96825257783665,-4.74634161398459,3.50400729666339e-06,0.00139410567259533,4.16605854758686,TRUE
TC1700008862.hg.1,RAB37,"RAB37, member RAS oncogene family",326624,-0.341516710604719,7.98954466777945,-4.74305901263589,3.55647015667337e-06,0.00139410567259533,4.15251518413974,TRUE
TC0100017634.hg.1,RNA5S9,"RNA, 5S ribosomal 9",100169760,-0.310282017100056,11.1361662200913,-4.73909328959153,3.62086175962956e-06,0.00139410567259533,4.13616369899355,TRUE
TC0300010769.hg.1,GORASP1,golgi reassembly stacking protein 1,64689,-0.343200526722063,5.99471959512289,-4.73445758445641,3.69755781345111e-06,0.00139516251417137,4.11706403997891,TRUE
TC1200006640.hg.1,COPS7A,COP9 signalosome subunit 7A,50813,-0.287691355484768,6.31435817369873,-4.72258365566019,3.90122164424902e-06,0.00143444479018132,4.06821239127631,TRUE
TC0200014697.hg.1,ACVR1,activin A receptor type 1,90,-0.356278121489899,5.75891362351954,-4.71802342197421,3.98227964724587e-06,0.00143444479018132,4.0494776242032,TRUE
TC1900011897.hg.1,MIR27A,microRNA 27a,407018,-0.56536756512998,4.61805331975808,-4.71539326620021,4.0297664517974e-06,0.00143444479018132,4.03867897716935,TRUE
TC1600007489.hg.1,RNF40,ring finger protein 40,9810,-0.234363185560944,7.53811763227692,-4.71046475581036,4.12022363046009e-06,0.00143948405578259,4.01845735907481,TRUE
TC1600007229.hg.1,UBFD1,ubiquitin family domain containing 1,56061,-0.354753194672091,5.85182932908684,-4.69656022461811,4.38610232293128e-06,0.00150451284408039,3.96150149571892,TRUE
TC0600007701.hg.1,PHF1,PHD finger protein 1,5252,-0.37308806537556,6.80841344157829,-4.68611065407963,4.59672286872424e-06,0.00154860310073842,3.91878958312845,TRUE
TC0100013608.hg.1,MARCKSL1,MARCKS like 1,65108,-0.307339849948896,6.87801061302344,-4.68094524294655,4.70440375797974e-06,0.00155707511049203,3.8977054151419,TRUE
TC0700010167.hg.1,ACTB,actin beta,60,0.23996082108606,10.3426532794905,4.66909438665797,4.96071671568514e-06,0.00159099423258445,3.84940544122069,TRUE
TC0700008181.hg.1,GNAI1,G protein subunit alpha i1,2770,-0.290909556215826,4.79457623820714,-4.66813612677154,4.98202016214371e-06,0.00159099423258445,3.84550434320928,TRUE
TC0500012147.hg.1,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949,-0.381228257693357,8.26243321524991,-4.66466724249693,5.05987776715081e-06,0.00159099423258445,3.83138798986504,TRUE
TC0X00009528.hg.1,LINC01186,long intergenic non-protein coding RNA 1186,101927574,-0.249597200770811,3.2455050427967,-4.65512624144519,5.28011475339102e-06,0.00160882754550513,3.79260654955699,TRUE
TC0100017073.hg.1,SLC45A3,solute carrier family 45 member 3,85414,-0.312453523997963,5.18384690168518,-4.65004713853311,5.40109379378073e-06,0.00160882754550513,3.77198833916562,TRUE
TC0300007383.hg.1,DAG1,dystroglycan 1,1605,-0.310225140128705,6.27269503078351,-4.64872588632857,5.43299963344332e-06,0.00160882754550513,3.76662788614801,TRUE
TC1900006968.hg.1,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,55337,-0.418704657690863,6.2434776563577,-4.64516716256738,5.51984187164022e-06,0.00160882754550513,3.75219608128631,TRUE
TC0500013106.hg.1,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",4245,-0.342840113827945,6.92823989188839,-4.64422822925886,5.54297627784553e-06,0.00160882754550513,3.74838992653365,TRUE
TC1100006576.hg.1,CD81,CD81 molecule,975,-0.423584649010307,8.30271018754844,-4.64009655984371,5.64589082587668e-06,0.00161386933819681,3.73164897319933,TRUE
TC2200009278.hg.1,RBX1,ring-box 1,9978,-0.274695011987362,8.12454771944703,-4.63254674940152,5.83871926195934e-06,0.00164407877009142,3.7010901879024,TRUE
TC0800008949.hg.1,PTCSC1,papillary thyroid carcinoma susceptibility candidate 1,100302522,0.467160985498044,4.24154676449111,4.62643526376592,5.99944098297542e-06,0.00166449196448256,3.67638351669742,TRUE
TC1200007706.hg.1,MFSD5,major facilitator superfamily domain containing 5,84975,-0.37574102068175,6.85194906288847,-4.62101967463003,6.14541441237089e-06,0.00168028098990999,3.65451280524208,TRUE
TC1700009431.hg.1,SNORD91B,"small nucleolar RNA, C/D box 91B",692208,-0.357796178317945,5.75395479852707,-4.6111354179823,6.42069921781385e-06,0.00173047016347537,3.61465050131718,TRUE
TC0800009237.hg.1,GPAA1,glycosylphosphatidylinositol anchor attachment 1,8733,-0.2514749841801,7.77590341034594,-4.5803937989179,7.35483287718299e-06,0.00193411294273259,3.49112739915056,TRUE
TC0600007799.hg.1,FANCE,FA complementation group E,2178,-0.274847581609952,3.52374545435781,-4.57957781266793,7.38132788491183e-06,0.00193411294273259,3.48785807670211,TRUE
TC1600011566.hg.1,TMEM170A,transmembrane protein 170A,124491,-0.325872333473727,7.70932928982984,-4.57175192728842,7.64014091882651e-06,0.00197450545992577,3.45652767983736,TRUE
TC1100013178.hg.1,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,5871,-0.280439028918503,6.89181212226194,-4.56772484973536,7.77670169508349e-06,0.0019826385699925,3.44042300465502,TRUE
TC1900011904.hg.1,USHBP1,USH1 protein network component harmonin binding protein 1,83878,-0.279402048031744,4.69277329232919,-4.5472837508334,8.50686791507554e-06,0.00211045470292882,3.35886017865259,TRUE
TC1100011131.hg.1,ZFTA,zinc finger translocation associated,65998,-0.250036963077042,10.3794346958617,-4.54245011137855,8.68892794442776e-06,0.00211045470292882,3.33961806444623,TRUE
TC1100010187.hg.1,CALCA,calcitonin related polypeptide alpha,796,0.316765807275607,4.19490937727138,4.54225050111724,8.69652628241446e-06,0.00211045470292882,3.33882380956996,TRUE
TC0400009754.hg.1,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,3954,-0.242579902290074,6.49937691369607,-4.54124814119625,8.73477866845929e-06,0.00211045470292882,3.33483583322569,TRUE
TC1700007866.hg.1,NKIRAS2,NFKB inhibitor interacting Ras like 2,28511,-0.199023296012365,9.53567848409124,-4.53858041104041,8.83737525343883e-06,0.00211045470292882,3.32422562972359,TRUE
TC0200016494.hg.1,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,26504,-0.29709431885921,6.49861776129051,-4.52590753443033,9.34078460065835e-06,0.00218978026397061,3.27389395486392,TRUE
TC1100007452.hg.1,MIR4688,microRNA 4688,100616368,-0.193109519209813,5.07116548584878,-4.52369268434077,9.43154958594252e-06,0.00218978026397061,3.26510956077328,TRUE
TC1500008304.hg.1,GDPGP1,GDP-D-glucose phosphorylase 1,390637,-0.443433380322638,5.14856170107431,-4.52028678418556,9.57278003983956e-06,0.00218978026397061,3.25160834186678,TRUE
TC0300007380.hg.1,TCTA,T cell leukemia translocation altered,6988,-0.241125868386416,7.13429932095727,-4.51738220348906,9.69482629182557e-06,0.00218978026397061,3.24010113026514,TRUE
TC1600011048.hg.1,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",9013,-0.246133473820731,6.39261516519141,-4.51608308092921,9.74989622461207e-06,0.00218978026397061,3.23495634600135,TRUE
TC2200008609.hg.1,TXN2,thioredoxin 2,25828,-0.330125191855265,7.77022174921982,-4.50546049220785,1.02116062164405e-05,0.00224843252308049,3.19293540557451,TRUE
TC1000007779.hg.1,ADO,2-aminoethanethiol dioxygenase,84890,-0.263718418349705,6.62403412367036,-4.50461149657881,1.02494008790905e-05,0.00224843252308049,3.18958052807217,TRUE
TC1700012416.hg.1,RAB5C,"RAB5C, member RAS oncogene family",5878,-0.184859518540172,9.68257700679462,-4.49445720766769,1.07119837000712e-05,0.00226727783016993,3.1494961953868,TRUE
TC0800009868.hg.1,TNFRSF10B,TNF receptor superfamily member 10b,8795,-0.379502142420547,6.4672569642404,-4.49396110396353,1.07350902705838e-05,0.00226727783016993,3.14753976129501,TRUE
TC1700007716.hg.1,MLLT6,"MLLT6, PHD finger containing",4302,-0.332840468262121,6.9569364757152,-4.49262772388273,1.0797431419607e-05,0.00226727783016993,3.14228234503573,TRUE
TC0300011094.hg.1,RBM5-AS1,RBM5 antisense RNA 1,100775107,0.374750824655214,3.19096371095759,4.49223160647141,1.08160184837959e-05,0.00226727783016993,3.1407207370266,TRUE
TC1100013038.hg.1,SNX15,sorting nexin 15,29907,-0.296314962552455,5.75268163895214,-4.48900426192184,1.09686051014708e-05,0.00227399674554228,3.12800193910383,TRUE
TC2000007243.hg.1,AAR2,AAR2 splicing factor,25980,-0.280379245920283,8.00045415711263,-4.47397597560432,1.17067795306022e-05,0.00240065328939501,3.06887757563979,TRUE
TC1100009419.hg.1,EI24,EI24 autophagy associated transmembrane protein,9538,-0.342543592956608,6.51406237192083,-4.4528339171565,1.28264678703884e-05,0.00260198003056719,2.98598325619669,TRUE
TC1800008458.hg.1,ZNF24,zinc finger protein 24,7572,-0.263290416049372,8.00461165858799,-4.4458304619258,1.32195297337718e-05,0.00264287054908957,2.95859696538195,TRUE
TC1000008587.hg.1,ZFYVE27,zinc finger FYVE-type containing 27,118813,-0.207547880206315,6.6836578767549,-4.44311727597903,1.33748900561287e-05,0.00264287054908957,2.94799711019756,TRUE
TC1200009566.hg.1,RAD52,"RAD52 homolog, DNA repair protein",5893,-0.299939518210607,5.85485244550217,-4.441845813954,1.34482970800699e-05,0.00264287054908957,2.94303165166953,TRUE
TC0700008523.hg.1,AP4M1,adaptor related protein complex 4 subunit mu 1,9179,-0.346851383062393,4.7816389626619,-4.43829131667971,1.36555707222527e-05,0.00265593811593834,2.92915659099118,TRUE
TC0600012932.hg.1,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5,222537,0.181917491700571,3.1381218320279,4.43198751787424,1.40307267366466e-05,0.00268704189830704,2.90457264719752,TRUE
TC0200010483.hg.1,SNORD11,"small nucleolar RNA, C/D box 11",692058,-0.385971843373329,2.89258411869029,-4.43083549539975,1.41003470758188e-05,0.00268704189830704,2.90008310980097,TRUE
TC0X00007205.hg.1,HDAC6,histone deacetylase 6,10013,-0.258289836252493,6.69414283324245,-4.42188876147479,1.46524230011256e-05,0.00276432612339236,2.86525045249305,TRUE
TC2200008654.hg.1,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,4242,-0.325055087880005,8.93646321960845,-4.4165030561218,1.49946947666531e-05,0.00280089021255126,2.84431079316791,TRUE
TC1600008128.hg.1,CMTM3,CKLF like MARVEL transmembrane domain containing 3,123920,-0.310264671203772,7.8797101300396,-4.40467661416028,1.57734019142715e-05,0.00288089262934721,2.79840529285712,TRUE
TC1000008736.hg.1,SUFU,SUFU negative regulator of hedgehog signaling,51684,-0.245908362760622,6.25233131245868,-4.40400164511514,1.58189954285673e-05,0.00288089262934721,2.79578847764417,TRUE
TC0100015273.hg.1,WDR77,WD repeat domain 77,79084,-0.353421016889636,6.73651677581767,-4.40308524001335,1.58811000451664e-05,0.00288089262934721,2.79223617265592,TRUE
TC0200006715.hg.1,SLC66A3,solute carrier family 66 member 3,130814,-0.283176892046495,7.56306820761715,-4.39915735132368,1.61499513258463e-05,0.00289858649947328,2.77701740356473,TRUE
TC0600007789.hg.1,ZNF76,zinc finger protein 76,7629,-0.317823342302676,6.18609204500259,-4.39559634696548,1.6397458142029e-05,0.00289858649947328,2.76323008862769,TRUE
TC0900008902.hg.1,PTPA,protein phosphatase 2 phosphatase activator,5524,-0.346785716481875,6.89762713505659,-4.39437033480904,1.64835104354508e-05,0.00289858649947328,2.75848546677782,TRUE
TC1700008938.hg.1,UBALD2,UBA like domain containing 2,283991,0.217620582164829,8.15084875035721,4.39130970761424,1.67002259693965e-05,0.00289858649947328,2.74664584821258,TRUE
TC1900009337.hg.1,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",6455,-0.214964939789498,7.52405452575243,-4.39065633280021,1.67468423853804e-05,0.00289858649947328,2.74411926262296,TRUE
TC0200016021.hg.1,SNORD82,"small nucleolar RNA, C/D box 82",25826,-0.600432228415784,6.70710879539713,-4.38523949388611,1.71381523004324e-05,0.00293934892090871,2.72318474593672,TRUE
TC1200012309.hg.1,MIR6880,microRNA 6880,102466204,0.227989867807858,6.51111464542201,4.3830278669635,1.7300426327383e-05,0.00294044903686855,2.71464374813183,TRUE
TC0200007486.hg.1,TTC7A,tetratricopeptide repeat domain 7A,57217,-0.363770791831438,6.69543178892387,-4.38003608996402,1.75222878417177e-05,0.00295156680733792,2.70309573474656,TRUE
TC0900009003.hg.1,POMT1,protein O-mannosyltransferase 1,10585,-0.255552061315765,6.66750893720262,-4.37435222040838,1.79513221322115e-05,0.00299707648979029,2.68117489635536,TRUE
TC0300007392.hg.1,INKA1,inka box actin regulator 1,389119,-0.277416974847613,3.93071091037479,-4.35176564355884,1.97578420758278e-05,0.00310768169518604,2.59430474600853,TRUE
TC1900008533.hg.1,CD37,CD37 molecule,951,-0.192443193198182,11.2212309589858,-4.35078203525341,1.98403445209792e-05,0.00310768169518604,2.590530378434,TRUE
TC0100017636.hg.1,RNA5S11,"RNA, 5S ribosomal 11",100169762,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC0100017637.hg.1,RNA5S12,"RNA, 5S ribosomal 12",100169763,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC0100017638.hg.1,RNA5S13,"RNA, 5S ribosomal 13",100169764,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC0100017639.hg.1,RNA5S14,"RNA, 5S ribosomal 14",100169765,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC0100017640.hg.1,RNA5S15,"RNA, 5S ribosomal 15",100169766,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC0100017641.hg.1,RNA5S16,"RNA, 5S ribosomal 16",100169767,-0.445111338756931,10.7479145798911,-4.34807979465585,2.00687036229138e-05,0.00310768169518604,2.58016489473897,TRUE
TC1200006730.hg.1,RIMKLB,ribosomal modification protein rimK like family member B,57494,-0.387085354304217,4.79020510199991,-4.34775500461178,2.00963196656788e-05,0.00310768169518604,2.57891940623763,TRUE
TC1900011224.hg.1,KLK15,kallikrein related peptidase 15,55554,0.227258153203941,5.70974912930915,4.34378153191683,2.04371343633756e-05,0.00313469086910118,2.56368853988418,TRUE
TC1100009408.hg.1,SLC37A2,solute carrier family 37 member 2,219855,-0.447330332286168,6.70094759776911,-4.32880980274129,2.17717066788438e-05,0.00326547609109594,2.50640631989166,TRUE
TC0800011211.hg.1,NIPAL2,NIPA like domain containing 2,79815,-0.469990623074278,5.82846207993033,-4.3284294466244,2.18066752213823e-05,0.00326547609109594,2.5049532611106,TRUE
TC0900007142.hg.1,EBLN3P,"endogenous Bornavirus like nucleoprotein 3, pseudogene",100506710,-0.298663343906361,7.1988972324701,-4.32729032119579,2.19117242600255e-05,0.00326547609109594,2.50060215781791,TRUE
TC1000008651.hg.1,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,55662,-0.216680140157075,7.81225189521516,-4.32652943993588,2.19821617496652e-05,0.00326547609109594,2.49769637252459,TRUE
TC2000009071.hg.1,SNORA71B,"small nucleolar RNA, H/ACA box 71B",26776,-0.232340127201362,5.6097000867853,-4.3149500836277,2.30812327042994e-05,0.00340195731405712,2.45352885838764,TRUE
TC0700008522.hg.1,COPS6,COP9 signalosome subunit 6,10980,-0.221395919088682,8.27135538763161,-4.30572342198998,2.39944618267309e-05,0.00350703889796361,2.4184075575933,TRUE
TC0100007507.hg.1,TMEM222,transmembrane protein 222,84065,-0.278838390495488,6.90619819448232,-4.30319414296621,2.42507809732881e-05,0.00350703889796361,2.4087910541523,TRUE
TC0800012248.hg.1,ZNF252P,"zinc finger protein 252, pseudogene",286101,-0.284870952784827,5.15788566400615,-4.30220380400917,2.4351854957767e-05,0.00350703889796361,2.40502702679626,TRUE
TC1200010690.hg.1,CSRNP2,cysteine and serine rich nuclear protein 2,81566,-0.315492623812941,5.11080724351388,-4.29050117967784,2.55771728652802e-05,0.00365559805512406,2.36060432997502,TRUE
TC2000007666.hg.1,RNF114,ring finger protein 114,55905,-0.222401069075957,8.27186132389593,-4.28797235429495,2.58495971425761e-05,0.00366675563678076,2.35101858752647,TRUE
TC1600010795.hg.1,SNORD71,"small nucleolar RNA, C/D box 71",692111,-0.467958223949838,8.61993036243234,-4.28111464142828,2.66024061139885e-05,0.00374538055034706,2.32504810829178,TRUE
TC1000012423.hg.1,PFKP,"phosphofructokinase, platelet",5214,-0.25768249671637,8.33761263870612,-4.27809804558892,2.69401562822643e-05,0.00376483695126814,2.31363537063886,TRUE
TC0100017505.hg.1,SDE2,SDE2 telomere maintenance homolog,163859,-0.225908113738192,7.58911210231252,-4.27357418999039,2.74543647481898e-05,0.00380848562749522,2.29653308414841,TRUE
TC1100009821.hg.1,SNORA54,"small nucleolar RNA, H/ACA box 54",677833,-0.446095657617633,6.52651829150644,-4.26160702332886,2.88602846972363e-05,0.00397045969224743,2.25136624570184,TRUE
TC0300012599.hg.1,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,349565,-0.252301653014066,4.89843660809681,-4.26009366657306,2.90429045653634e-05,0.00397045969224743,2.2456622100825,TRUE
TC0100009340.hg.1,SCARNA2,small Cajal body-specific RNA 2,677766,-0.249326121303841,6.89825749065004,-4.25182705408239,3.0060120409647e-05,0.00406083143958682,2.21453490846873,TRUE
TC0800009242.hg.1,HGH1,HGH1 homolog,51236,-0.339413800039952,6.17429307044579,-4.25123358786974,3.01344429949197e-05,0.00406083143958682,2.21230224875928,TRUE
TC1600008277.hg.1,SNORD111,"small nucleolar RNA, C/D box 111",692214,-0.404306346440604,2.79677095407831,-4.23507097595,3.22274489863444e-05,0.00431207838706648,2.15160012126256,TRUE
TC0600007313.hg.1,ABT1,activator of basal transcription 1,29777,-0.274450056555145,5.84395251571757,-4.23205342267441,3.26333042672062e-05,0.0043213106340073,2.14028902205907,TRUE
TC2200009161.hg.1,LMF2,lipase maturation factor 2,91289,-0.264473559220679,6.30974418202385,-4.23073715504572,3.28118658400826e-05,0.0043213106340073,2.13535724616469,TRUE
TC2000006541.hg.1,ITPA,inosine triphosphatase,3704,-0.304697772379588,6.10922408923819,-4.2291250173124,3.3031836788326e-05,0.0043213106340073,2.12931870096307,TRUE
TC2200009230.hg.1,SLC2A11,solute carrier family 2 member 11,66035,-0.234328100570619,6.52500178326937,-4.2278074539448,3.32126599136573e-05,0.0043213106340073,2.12438500229569,TRUE
