PROBEID,SYMBOL,GENENAME,ENTREZID,logFC,AveExpr,t,P.Value,adj.P.Val,B,pval_under_05
TC0900006538.hg.1,JAK2,Janus kinase 2,3717,0.976527505366044,8.15109011595556,9.10306684337344,2.99796514202305e-17,7.64319059046037e-15,28.5815285285107,TRUE
TC2200007271.hg.1,NCF4,neutrophil cytosolic factor 4,4689,0.923709305584135,10.0880474434917,9.10054408186287,3.05061623980759e-17,7.67097827484781e-15,28.564547361102,TRUE
TC1200011367.hg.1,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,4659,0.902495359619271,7.73481890307166,9.09867642391751,3.09018524800399e-17,7.67097827484781e-15,28.5519773020526,TRUE
TC1700007779.hg.1,MSL1,MSL complex subunit 1,339287,0.885287950297286,9.1232818688154,9.09577859881927,3.15259033708561e-17,7.72425575317624e-15,28.5324763258414,TRUE
TC1300007256.hg.1,OLFM4,olfactomedin 4,10562,4.16065319998712,7.38869918800035,9.08968771387848,3.28786464582135e-17,7.95241723180329e-15,28.4914975263978,TRUE
TC0500011483.hg.1,MCTP1,multiple C2 and transmembrane domain containing 1,79772,1.09182814264297,8.51745713810567,9.07954476206997,3.52603077743025e-17,8.42051856291129e-15,28.4232868125197,TRUE
TC0600007825.hg.1,MAPK14,mitogen-activated protein kinase 14,1432,1.2329495507135,9.4361886220448,9.05297516674332,4.23418119948297e-17,9.88066531139406e-15,28.2447859099145,TRUE
TC1000008984.hg.1,FHIP2A,FHF complex subunit HOOK interacting protein 2A,57700,0.919297538004006,8.21657726471885,9.05270021514107,4.2422023228184e-17,9.88066531139406e-15,28.2429400695659,TRUE
TC1600008329.hg.1,HP,haptoglobin,3240,2.72174654519281,6.65958764922183,9.04573877859793,4.45038764197015e-17,1.02391479577328e-14,28.1962149009985,TRUE
TC0400011253.hg.1,KLHL8,kelch like family member 8,57563,0.980340462771284,6.50588612758579,9.04361575919545,4.51587204681126e-17,1.02646315704989e-14,28.1819687327684,TRUE
TC0500011896.hg.1,ZNF608,zinc finger protein 608,57507,2.00138006094409,5.7012836113504,9.03350333491253,4.84115175449869e-17,1.07835238707852e-14,28.1141337364758,TRUE
TC0100017445.hg.1,TLR5,toll like receptor 5,7100,1.46113171019109,8.65573197221486,9.03298392489063,4.85847306804166e-17,1.07835238707852e-14,28.110650506218,TRUE
TC0100008927.hg.1,SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",51100,0.956057925251216,8.87207449252674,9.02254403533857,5.21995915169339e-17,1.14511336460288e-14,28.04066035166,TRUE
TC1000012482.hg.1,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953,0.84646312721183,9.60058529554569,9.00931468002207,5.71659081725049e-17,1.23964600411779e-14,27.9520271244878,TRUE
TC0300009459.hg.1,GPR160,G protein-coupled receptor 160,26996,1.35292487410519,7.41217079329085,8.99810655763328,6.17383209975468e-17,1.32358541356786e-14,27.876986329415,TRUE
TC0300014053.hg.1,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",5291,0.784256941238129,8.13033515538849,8.99156355801124,6.45734302524745e-17,1.36881161252043e-14,27.8332010855231,TRUE
TC0500009566.hg.1,CPLX2,complexin 2,10814,-0.705727818224568,5.70141854699198,-8.97649684478595,7.16025641596566e-17,1.50094886159565e-14,27.7324363697174,TRUE
TC1200009800.hg.1,SLC2A3,solute carrier family 2 member 3,6515,1.0288648525689,10.9071048084176,8.95818946892226,8.1171960325859e-17,1.68284637748094e-14,27.6101123941111,TRUE
TC1100010992.hg.1,TCN1,transcobalamin 1,6947,2.86503923669269,5.69209507167205,8.93533573557555,9.49152514454905e-17,1.94638166714198e-14,27.4575873428017,TRUE
TC1900011657.hg.1,MCEMP1,mast cell expressed membrane protein 1,199675,2.18411520722491,8.61832635291729,8.91234672267567,1.11066319167543e-16,2.25309373915576e-14,27.3043578062487,TRUE
TC0400012432.hg.1,HMGB2,high mobility group box 2,3148,0.974155837165036,9.45255945877715,8.89860837741135,1.2199036755561e-16,2.41640691585633e-14,27.2128824877834,TRUE
TC0600007679.hg.1,HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",3116,-1.12303172739758,5.57503789505073,-8.89807638180592,1.22434167460567e-16,2.41640691585633e-14,27.2093416905697,TRUE
TC0700007034.hg.1,CREB5,cAMP responsive element binding protein 5,9586,0.968513605628033,11.1705274386798,8.89744932496934,1.22959325729994e-16,2.41640691585633e-14,27.2051683333172,TRUE
TC0700011151.hg.1,FKBP9P1,FKBP prolyl isomerase 9 pseudogene 1,360132,0.939244964723806,5.56609984687902,8.89307744455163,1.26683378261127e-16,2.46392640646848e-14,27.176075568784,TRUE
TC0600009753.hg.1,STXBP5,syntaxin binding protein 5,134957,0.88976011759314,7.90054654611567,8.88704780739166,1.32003731863579e-16,2.54120653605948e-14,27.1359631468652,TRUE
TC0600014217.hg.1,SERPINB1,serpin family B member 1,1992,1.09116000959552,9.69498861807277,8.88380921746872,1.34952238524334e-16,2.57172619393948e-14,27.1144239967609,TRUE
TC1200008488.hg.1,PLXNC1,plexin C1,10154,0.90039148566599,10.6031933054695,8.86090118989661,1.57758476671127e-16,2.97627142087749e-14,26.9621819389931,TRUE
TC1900010967.hg.1,PGLYRP1,peptidoglycan recognition protein 1,8993,1.74546657964275,7.81085765432567,8.85939776258588,1.59382318275527e-16,2.97713546196642e-14,26.9521974808646,TRUE
TC1500010792.hg.1,MCTP2,multiple C2 and transmembrane domain containing 2,55784,1.26708122747435,8.21354363485948,8.84436656015924,1.76556963105637e-16,3.2656114372068e-14,26.8524209131993,TRUE
TC0600011067.hg.1,TDP2,tyrosyl-DNA phosphodiesterase 2,51567,0.816753930169258,8.741526032234,8.84021334160858,1.81617883480663e-16,3.32660484441378e-14,26.8248672913275,TRUE
TC0600014246.hg.1,ARMH2,armadillo like helical domain containing 2,101928603,1.31371950667512,4.38218266337092,8.82295349242488,2.04237233323179e-16,3.70494196526451e-14,26.7104317016031,TRUE
TC0200012854.hg.1,RAB1A,"RAB1A, member RAS oncogene family",5861,0.536721240678396,10.2243152869778,8.82132020300049,2.06517191172993e-16,3.70506815710276e-14,26.6996086761318,TRUE
TC2000009674.hg.1,PPP1R3D,protein phosphatase 1 regulatory subunit 3D,5509,1.01467427407113,7.40524842392782,8.82014593782479,2.08171962606219e-16,3.70506815710276e-14,26.6918280204892,TRUE
TC1100013185.hg.1,FAU,FAU ubiquitin like and ribosomal protein S30 fusion,2197,-0.714850060434795,8.32197425981527,-8.8176142684964,2.11784451313857e-16,3.73413594251143e-14,26.6750550459391,TRUE
TC1700008757.hg.1,MAP2K6,mitogen-activated protein kinase kinase 6,5608,1.39587047793837,6.97574578426563,8.79903558001134,2.40266650113668e-16,4.19710242689302e-14,26.5520422075163,TRUE
TC0500008627.hg.1,SLC22A4,solute carrier family 22 member 4,6583,1.37160448857134,7.20608325057133,8.7811539947102,2.71257761424663e-16,4.69499901563091e-14,26.4337714685635,TRUE
TC1000012121.hg.1,OAT,ornithine aminotransferase,4942,0.752047791767354,7.69121938106914,8.77263477137683,2.87385901134575e-16,4.92892946436809e-14,26.3774681708776,TRUE
TC1200012617.hg.1,FGD4,"FYVE, RhoGEF and PH domain containing 4",121512,1.12735785302813,8.38577113356251,8.76930265476759,2.93949644379721e-16,4.98120358260121e-14,26.3554540108115,TRUE
TC1900010807.hg.1,CEACAM1,CEA cell adhesion molecule 1,634,1.69817145587151,9.46980538093925,8.76841934609799,2.95714407532776e-16,4.98120358260121e-14,26.3496190179487,TRUE
TC2200009248.hg.1,KREMEN1,kringle containing transmembrane protein 1,83999,1.6800097605608,7.90022149422538,8.75016916596981,3.34620575788507e-16,5.56703356220672e-14,26.2291295781616,TRUE
TC0100013349.hg.1,RSRP1,arginine and serine rich protein 1,57035,0.910727137416,8.84539364149107,8.74938807062195,3.36394480065497e-16,5.56703356220672e-14,26.2239756222717,TRUE
TC0X00006799.hg.1,SAT1,spermidine/spermine N1-acetyltransferase 1,6303,0.885071327162372,9.90818498140228,8.71908154850138,4.12916601078924e-16,6.77398660517824e-14,26.0241871119854,TRUE
TC1100013161.hg.1,CD59,CD59 molecule (CD59 blood group),966,1.03053894248555,7.87265753811251,8.70695805855733,4.48153288672795e-16,7.28867236560427e-14,25.9443672909934,TRUE
TC0200016502.hg.1,IL18R1,interleukin 18 receptor 1,8809,2.23909303676176,6.03254002434755,8.70533871000771,4.53080161725835e-16,7.30582079582872e-14,25.9337100657638,TRUE
TC0800009529.hg.1,PPP1R3B,protein phosphatase 1 regulatory subunit 3B,79660,1.37869571695717,7.86578477978786,8.70374837401837,4.57971018685354e-16,7.32210274450668e-14,25.9232447878648,TRUE
TC1600011406.hg.1,CKLF-CMTM1,CKLF-CMTM1 readthrough,100529251,0.977278550794167,5.70475281930598,8.6818598968677,5.30850476636418e-16,8.41598747245602e-14,25.779308587252,TRUE
TC0500007966.hg.1,XRCC4,X-ray repair cross complementing 4,7518,1.09685446187498,6.98764851836357,8.68022896684262,5.36719807427526e-16,8.43812990577309e-14,25.7685913925847,TRUE
TC0200015211.hg.1,SLC40A1,solute carrier family 40 member 1,30061,0.839240536666898,9.15764085945215,8.66911871286637,5.78451056204538e-16,9.01905588954943e-14,25.6956116981209,TRUE
TC0100008779.hg.1,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",256435,1.50544441114885,6.06647131249624,8.6617318510513,6.07961019477033e-16,9.40146933889648e-14,25.647117023649,TRUE
TC0100015236.hg.1,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",10542,0.726262464409357,8.19833082157799,8.65790912017708,6.23813614228036e-16,9.56818507807002e-14,25.6220293935121,TRUE
TC0300007255.hg.1,CCR3,C-C motif chemokine receptor 3,1232,-2.18809439985583,5.843128801003,-8.6544058510996,6.38700891625583e-16,9.67642946309747e-14,25.5990434438349,TRUE
TC0100018551.hg.1,CHIT1,chitinase 1,1118,2.13812880315288,5.15354816990755,8.6538421931752,6.41128847072609e-16,9.67642946309747e-14,25.5953455817625,TRUE
TC0600011438.hg.1,LTB,lymphotoxin beta,4050,-0.712089213104804,9.04748001765433,-8.64551382339945,6.78087987911879e-16,1.0153022206306e-13,25.5407223750797,TRUE
TC1500008545.hg.1,ASB7,ankyrin repeat and SOCS box containing 7,140460,0.766188514408534,7.53211663307679,8.63306859773878,7.37286819496577e-16,1.09524827847421e-13,25.4591498344188,TRUE
TC0200009829.hg.1,GCA,grancalcin,25801,1.09592151376953,10.3099060707951,8.62812046083385,7.62222375601095e-16,1.1172131919625e-13,25.4267344415791,TRUE
TC1200006721.hg.1,CLEC4D,C-type lectin domain family 4 member D,338339,1.99806359735692,8.35371216938938,8.62779011299999,7.63916578835803e-16,1.1172131919625e-13,25.4245706738591,TRUE
TC1400007588.hg.1,PCNX1,pecanex 1,22990,0.691376063933291,10.1509036890019,8.62610142417118,7.72635572259525e-16,1.12127251586525e-13,25.4135105024687,TRUE
TC0300009500.hg.1,FNDC3B,fibronectin type III domain containing 3B,64778,0.692272640238762,10.1628987056048,8.62067124502489,8.01346543280751e-16,1.15406136530799e-13,25.3779529952662,TRUE
TC1900011741.hg.1,CEACAM5,CEA cell adhesion molecule 5,1048,1.38266121473912,7.50281803401011,8.60740624593535,8.76005972099365e-16,1.25202489921414e-13,25.2911421018915,TRUE
TC0900012161.hg.1,DNAJC25-GNG10,DNAJC25-GNG10 readthrough,552891,0.9290265807446,7.52246010266487,8.60266631877894,9.04322618686594e-16,1.28277823489784e-13,25.2601395659949,TRUE
TC0300013847.hg.1,PPP4R2,protein phosphatase 4 regulatory subunit 2,151987,0.791617229232163,8.69388927427485,8.59944717407098,9.24069390987473e-16,1.30100695002759e-13,25.2390892259827,TRUE
TC1000007404.hg.1,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,55454,1.05384925114789,8.29725669206792,8.59273186319184,9.6664817789761e-16,1.35087292771973e-13,25.1951905839868,TRUE
TC1200008255.hg.1,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17,23390,0.856281279561826,6.3015041960035,8.57662256444107,1.07688128845858e-15,1.49385605794556e-13,25.0899571344961,TRUE
TC0400010500.hg.1,RBM47,RNA binding motif protein 47,54502,0.903090066701285,8.99101435989426,8.56866719846168,1.13582573695636e-15,1.56412323747581e-13,25.0380279051914,TRUE
TC0100007243.hg.1,ALPL,"alkaline phosphatase, biomineralization associated",249,1.8429316793207,9.88387725283731,8.56616183284443,1.15504273551468e-15,1.57906059769709e-13,25.0216792885226,TRUE
TC2000007658.hg.1,SLC9A8,solute carrier family 9 member A8,23315,0.896650242652815,8.32087574612485,8.5617980198019,1.18928703359948e-15,1.614179077402e-13,24.9932095953736,TRUE
TC1900011959.hg.1,CEACAM8,CEA cell adhesion molecule 8,1088,3.08912972215444,8.13664095515711,8.55274986713298,1.26352914145851e-15,1.69186641589032e-13,24.9342038577656,TRUE
TC1500009377.hg.1,ATP8B4,ATPase phospholipid transporting 8B4 (putative),79895,1.76716649204485,5.62225419774536,8.55263970825846,1.26446074759109e-15,1.69186641589032e-13,24.9334856846384,TRUE
TC1700007319.hg.1,WSB1,WD repeat and SOCS box containing 1,26118,1.05493615704808,9.02669022098238,8.53707083722988,1.40320912723332e-15,1.86429178833688e-13,24.8320354857062,TRUE
TC0200009281.hg.1,MZT2B,mitotic spindle organizing protein 2B,80097,-0.598180504050902,7.92821687002594,-8.52029912838599,1.56958533455428e-15,2.07075502948958e-13,24.7228586264222,TRUE
TC2000008721.hg.1,APMAP,adipocyte plasma membrane associated protein,57136,1.13997109784334,9.1934435976373,8.51673445446998,1.60739008824438e-15,2.1059042642235e-13,24.6996689918328,TRUE
TC2200007952.hg.1,CLTCL1,clathrin heavy chain like 1,8218,1.11377775135322,6.38444522174359,8.51106768881989,1.66935366118315e-15,2.17200180495733e-13,24.6628151873872,TRUE
